scenario_id,machine_id,family,cycle,timestamp,load,sensor_reading,wear_index,health_index,quality_prob,quality_defect,failed_flag,RUL
S0,Horno_01,thermal,312,312.0,1.3986,88.017402,0.342408,0.657592,0.04558,0,0,602
S0,Horno_01,thermal,313,313.0,1.0898,83.150927,0.343546,0.656454,0.045892,0,0,601
S0,Horno_01,thermal,314,314.0,1.2251,84.144936,0.344902,0.655098,0.046266,0,0,600
S0,Horno_01,thermal,315,315.0,1.3939,87.798808,0.346548,0.653452,0.046721,0,0,599
S0,Horno_01,thermal,316,316.0,0.9282,81.025863,0.347442,0.652558,0.04697,0,0,598
S0,Horno_01,thermal,317,317.0,1.1368,83.565923,0.348654,0.651346,0.047308,0,0,597
S0,Horno_01,thermal,318,318.0,0.9706,81.835701,0.34961,0.65039,0.047576,0,0,596
S0,Horno_01,thermal,319,319.0,1.0543,82.975399,0.350693,0.649307,0.04788,0,0,595
S0,Horno_01,thermal,320,320.0,1.2294,86.604202,0.352056,0.647944,0.048265,0,0,594
S0,Horno_01,thermal,321,321.0,1.2829,86.302653,0.353509,0.646491,0.048677,0,0,593
S0,Horno_01,thermal,322,322.0,1.1539,85.226736,0.354748,0.645252,0.04903,0,0,592
S0,Horno_01,thermal,323,323.0,1.0528,81.87576,0.355829,0.644171,0.049339,1,0,591
S0,Horno_01,thermal,324,324.0,0.9733,81.896244,0.356789,0.643211,0.049614,0,0,590
S0,Horno_01,thermal,325,325.0,1.0329,82.230776,0.357838,0.642162,0.049916,0,0,589
S0,Horno_01,thermal,326,326.0,0.9423,81.335866,0.358753,0.641247,0.050181,0,0,588
S0,Horno_01,thermal,327,327.0,1.2496,86.454379,0.36015,0.63985,0.050586,0,0,587
S0,Horno_01,thermal,328,328.0,0.9462,81.486482,0.36107,0.63893,0.050854,0,0,586
S0,Horno_01,thermal,329,329.0,1.1282,83.74415,0.362269,0.637731,0.051204,0,0,585
S0,Horno_01,thermal,330,330.0,1.1579,85.589643,0.363515,0.636485,0.051569,0,0,584
S0,Horno_01,thermal,331,331.0,1.0865,83.44486,0.364647,0.635353,0.051903,0,0,583
S0,Horno_01,thermal,332,332.0,1.2604,86.300384,0.366062,0.633938,0.052321,0,0,582
S0,Horno_01,thermal,333,333.0,0.8807,79.517588,0.366889,0.633111,0.052566,0,0,581
S0,Horno_01,thermal,334,334.0,0.9085,80.722169,0.367755,0.632245,0.052824,0,0,580
S0,Horno_01,thermal,335,335.0,1.0774,83.029392,0.368873,0.631127,0.053158,0,0,579
S0,Horno_01,thermal,336,336.0,0.9924,82.818679,0.369861,0.630139,0.053454,0,0,578
S0,Horno_01,thermal,337,337.0,1.3603,88.177333,0.371448,0.628552,0.053932,0,0,577
S0,Horno_01,thermal,338,338.0,1.1872,85.773956,0.372742,0.627258,0.054323,0,0,576
S0,Horno_01,thermal,339,339.0,0.7834,79.174127,0.373435,0.626565,0.054533,0,0,575
S0,Horno_01,thermal,340,340.0,0.7567,78.100117,0.374093,0.625907,0.054733,0,0,574
S0,Horno_01,thermal,341,341.0,1.1344,84.880992,0.375302,0.624698,0.055101,0,0,573
S0,Horno_01,thermal,342,342.0,0.8869,80.783746,0.376137,0.623863,0.055357,0,0,572
S0,Horno_01,thermal,343,343.0,0.7355,78.435119,0.376767,0.623233,0.05555,0,0,571
S0,Horno_01,thermal,344,344.0,1.2821,87.759929,0.378219,0.621781,0.055997,0,0,570
S0,Horno_01,thermal,345,345.0,0.9647,81.839337,0.379167,0.620833,0.056289,0,0,569
S0,Horno_01,thermal,346,346.0,1.174,85.395052,0.380439,0.619561,0.056683,0,0,568
S0,Horno_01,thermal,347,347.0,0.7021,77.789726,0.381027,0.618973,0.056866,0,0,567
S0,Horno_01,thermal,348,348.0,0.8,79.696636,0.381743,0.618257,0.057089,0,0,566
S0,Horno_01,thermal,349,349.0,0.9129,80.412186,0.382615,0.617385,0.057361,0,0,565
S0,Horno_01,thermal,350,350.0,1.2962,87.55682,0.384091,0.615909,0.057824,0,0,564
S0,Horno_01,thermal,351,351.0,0.9826,82.707735,0.385065,0.614935,0.05813,0,0,563
S0,Horno_01,thermal,352,352.0,0.7607,78.721822,0.385728,0.614272,0.058339,0,0,562
S0,Horno_01,thermal,353,353.0,0.8561,80.422734,0.38652,0.61348,0.058589,0,0,561
S0,Horno_01,thermal,354,354.0,0.9545,82.804311,0.387453,0.612547,0.058885,0,0,560
S0,Horno_01,thermal,355,355.0,1.3066,86.683294,0.388946,0.611054,0.05936,0,0,559
S0,Horno_01,thermal,356,356.0,0.7315,77.911287,0.389572,0.610428,0.059559,0,0,558
S0,Horno_01,thermal,357,357.0,0.8412,81.38654,0.390343,0.609657,0.059806,0,0,557
S0,Horno_01,thermal,358,358.0,1.3008,87.724702,0.391827,0.608173,0.060282,0,0,556
S0,Horno_01,thermal,359,359.0,1.1284,84.434964,0.393026,0.606974,0.060668,0,0,555
S0,Horno_01,thermal,360,360.0,0.8633,80.43149,0.393828,0.606172,0.060928,0,0,554
S0,Horno_01,thermal,361,361.0,1.273,86.778952,0.395264,0.604736,0.061393,0,0,553
S0,Horno_01,thermal,362,362.0,1.3941,88.671921,0.39691,0.60309,0.06193,0,0,552
S0,Horno_01,thermal,363,363.0,1.2349,86.84099,0.398282,0.601718,0.062379,0,0,551
S0,Horno_01,thermal,364,364.0,1.3078,87.880334,0.399778,0.600222,0.062871,0,0,550
S0,Horno_01,thermal,365,365.0,1.1893,86.381329,0.401075,0.598925,0.063299,0,0,549
S0,Horno_01,thermal,366,366.0,1.3948,88.302701,0.402722,0.597278,0.063845,0,0,548
S0,Horno_01,thermal,367,367.0,1.2902,87.675997,0.404188,0.595812,0.064333,0,0,547
S0,Horno_01,thermal,368,368.0,0.9977,83.436367,0.405184,0.594816,0.064666,0,0,546
S0,Horno_01,thermal,369,369.0,1.0161,83.572209,0.406208,0.593792,0.06501,0,0,545
S0,Horno_01,thermal,370,370.0,1.3274,88.308429,0.407738,0.592262,0.065525,0,0,544
S0,Horno_01,thermal,371,371.0,1.0781,84.430425,0.408857,0.591143,0.065903,0,0,543
S0,Horno_01,thermal,372,372.0,0.7908,79.592748,0.40956,0.59044,0.066141,0,0,542
S0,Horno_01,thermal,373,373.0,0.8856,82.024299,0.410394,0.589606,0.066424,0,0,541
S0,Horno_01,thermal,374,374.0,1.1552,85.992601,0.411635,0.588365,0.066847,0,0,540
S0,Horno_01,thermal,375,375.0,0.7415,78.803288,0.412274,0.587726,0.067065,0,0,539
S0,Horno_01,thermal,376,376.0,1.0971,84.38066,0.413423,0.586577,0.067459,0,0,538
S0,Horno_01,thermal,377,377.0,1.3472,87.846382,0.414987,0.585013,0.067996,0,0,537
S0,Horno_01,thermal,378,378.0,0.908,82.321587,0.415852,0.584148,0.068295,0,0,536
S0,Horno_01,thermal,379,379.0,0.9287,81.302497,0.416747,0.583253,0.068604,0,0,535
S0,Horno_01,thermal,380,380.0,0.8449,81.017325,0.417524,0.582476,0.068874,1,0,534
S0,Horno_01,thermal,381,381.0,0.8831,81.497474,0.418354,0.581646,0.069162,0,0,533
S0,Horno_01,thermal,382,382.0,1.0817,84.635044,0.419479,0.580521,0.069554,0,0,532
S0,Horno_01,thermal,383,383.0,1.3898,89.297412,0.421117,0.578883,0.070127,0,0,531
S0,Horno_01,thermal,384,384.0,0.8568,81.654383,0.42191,0.57809,0.070406,0,0,530
S0,Horno_01,thermal,385,385.0,0.9322,81.793086,0.42281,0.57719,0.070722,0,0,529
S0,Horno_01,thermal,386,386.0,0.9606,83.804218,0.423752,0.576248,0.071055,0,0,528
S0,Horno_01,thermal,387,387.0,1.33,87.73175,0.425285,0.574715,0.071598,0,0,527
S0,Horno_01,thermal,388,388.0,0.8992,81.926525,0.426138,0.573862,0.071901,0,0,526
S0,Horno_01,thermal,389,389.0,1.1251,85.605128,0.427332,0.572668,0.072326,0,0,525
S0,Horno_01,thermal,390,390.0,1.3963,88.880966,0.428982,0.571018,0.072916,0,0,524
S0,Horno_01,thermal,391,391.0,1.3734,89.733618,0.430591,0.569409,0.073495,0,0,523
S0,Horno_01,thermal,392,392.0,0.9929,82.651779,0.43158,0.56842,0.073851,0,0,522
S0,Horno_01,thermal,393,393.0,1.3643,89.405643,0.433174,0.566826,0.074428,0,0,521
S0,Horno_01,thermal,394,394.0,0.8628,81.029446,0.433976,0.566024,0.074719,0,0,520
S0,Horno_01,thermal,395,395.0,0.8246,81.595319,0.434724,0.565276,0.074992,0,0,519
S0,Horno_01,thermal,396,396.0,1.0215,84.585843,0.435757,0.564243,0.075369,0,0,518
S0,Horno_01,thermal,397,397.0,0.7039,78.57225,0.436347,0.563653,0.075584,0,0,517
S0,Horno_01,thermal,398,398.0,0.7837,80.891077,0.437041,0.562959,0.075839,0,0,516
S0,Horno_01,thermal,399,399.0,0.7708,79.94753,0.437718,0.562282,0.076087,0,0,515
S0,Horno_01,thermal,400,400.0,1.2352,86.938375,0.439091,0.560909,0.076592,0,0,514
S0,Horno_01,thermal,401,401.0,1.2622,87.588164,0.440509,0.559491,0.077116,0,0,513
S0,Horno_01,thermal,402,402.0,0.9274,82.385315,0.441402,0.558598,0.077447,0,0,512
S0,Horno_01,thermal,403,403.0,0.8086,81.088375,0.442129,0.557871,0.077717,0,0,511
S0,Horno_01,thermal,404,404.0,1.1058,85.467255,0.443292,0.556708,0.07815,0,0,510
S0,Horno_01,thermal,405,405.0,1.1901,87.560131,0.44459,0.55541,0.078635,0,0,509
S0,Horno_01,thermal,406,406.0,1.0736,84.922159,0.445702,0.554298,0.079052,0,0,508
S0,Horno_01,thermal,407,407.0,0.7162,79.98621,0.446308,0.553692,0.07928,0,0,507
S0,Horno_01,thermal,408,408.0,0.9386,82.97392,0.447218,0.552782,0.079622,0,0,506
S0,Horno_01,thermal,409,409.0,1.1691,86.260536,0.448482,0.551518,0.080099,0,0,505
S0,Horno_01,thermal,410,410.0,0.8188,82.396601,0.449223,0.550777,0.08038,0,0,504
S0,Horno_01,thermal,411,411.0,0.7108,79.416763,0.449822,0.550178,0.080607,0,0,503
S0,Horno_01,thermal,412,412.0,0.7191,79.571522,0.450432,0.549568,0.080839,0,0,502
S0,Horno_01,thermal,413,413.0,1.3889,90.449146,0.452069,0.547931,0.081462,1,0,501
S0,Horno_01,thermal,414,414.0,1.2625,88.216687,0.453487,0.546513,0.082005,0,0,500
S0,Horno_01,thermal,415,415.0,0.8981,83.531559,0.454338,0.545662,0.082332,0,0,499
S0,Horno_01,thermal,416,416.0,1.2919,88.832877,0.455807,0.544193,0.082897,0,0,498
S0,Horno_01,thermal,417,417.0,0.7703,80.89905,0.456483,0.543517,0.083158,0,0,497
S0,Horno_01,thermal,418,418.0,0.9014,82.835397,0.457339,0.542661,0.083489,0,0,496
S0,Horno_01,thermal,419,419.0,1.2886,87.592185,0.458801,0.541199,0.084056,0,0,495
S0,Horno_01,thermal,420,420.0,0.8168,81.499206,0.45954,0.54046,0.084343,0,0,494
S0,Horno_01,thermal,421,421.0,0.8421,81.674291,0.460312,0.539688,0.084645,0,0,493
S0,Horno_01,thermal,422,422.0,0.7105,79.613683,0.460911,0.539089,0.084879,1,0,492
S0,Horno_01,thermal,423,423.0,1.2537,87.638361,0.462315,0.537685,0.085428,0,0,491
S0,Horno_01,thermal,424,424.0,1.0162,84.300994,0.463339,0.536661,0.085831,1,0,490
S0,Horno_01,thermal,425,425.0,0.8529,82.031954,0.464127,0.535873,0.086141,0,0,489
S0,Horno_01,thermal,426,426.0,1.2149,87.50043,0.465466,0.534534,0.086669,0,0,488
S0,Horno_01,thermal,427,427.0,1.1551,86.492398,0.466708,0.533292,0.087161,0,0,487
S0,Horno_01,thermal,428,428.0,0.8711,82.391249,0.467521,0.532479,0.087484,1,0,486
S0,Horno_01,thermal,429,429.0,1.1371,86.261278,0.468733,0.531267,0.087967,1,0,485
S0,Horno_01,thermal,430,430.0,1.2835,89.224568,0.470187,0.529813,0.088548,0,0,484
S0,Horno_01,thermal,431,431.0,0.7237,80.850557,0.470803,0.529197,0.088794,0,0,483
S0,Horno_01,thermal,432,432.0,1.1828,87.143399,0.47209,0.52791,0.089311,0,0,482
S0,Horno_01,thermal,433,433.0,1.2853,88.241096,0.473547,0.526453,0.089898,1,0,481
S0,Horno_01,thermal,434,434.0,0.9868,84.43135,0.474527,0.525473,0.090294,0,0,480
S0,Horno_01,thermal,435,435.0,0.7699,81.014911,0.475203,0.524797,0.090568,0,0,479
S0,Horno_01,thermal,436,436.0,1.2828,88.525932,0.476656,0.523344,0.091158,0,0,478
S0,Horno_01,thermal,437,437.0,1.3696,89.936839,0.478258,0.521742,0.091812,0,0,477
S0,Horno_01,thermal,438,438.0,0.752,80.319674,0.478911,0.521089,0.092078,0,0,476
S0,Horno_01,thermal,439,439.0,1.0231,84.45006,0.479945,0.520055,0.092502,0,0,475
S0,Horno_01,thermal,440,440.0,1.3832,90.83166,0.481572,0.518428,0.093171,0,0,474
S0,Horno_01,thermal,441,441.0,1.2373,88.725649,0.482948,0.517052,0.093739,0,0,473
S0,Horno_01,thermal,442,442.0,1.0425,85.298665,0.484013,0.515987,0.09418,0,0,472
S0,Horno_01,thermal,443,443.0,0.8126,81.098757,0.484745,0.515255,0.094483,0,0,471
S0,Horno_01,thermal,444,444.0,1.2117,88.470853,0.486079,0.513921,0.095038,0,0,470
S0,Horno_01,thermal,445,445.0,1.1058,85.864925,0.487242,0.512758,0.095523,0,0,469
S0,Horno_01,thermal,446,446.0,1.2025,87.81991,0.488561,0.511439,0.096075,0,0,468
S0,Horno_01,thermal,447,447.0,1.2983,89.686069,0.49004,0.50996,0.096696,0,0,467
S0,Horno_01,thermal,448,448.0,0.9919,84.208624,0.491028,0.508972,0.097112,0,0,466
S0,Horno_01,thermal,449,449.0,1.3595,90.203701,0.492613,0.507387,0.097782,0,0,465
S0,Horno_01,thermal,450,450.0,1.3502,90.162593,0.494182,0.505818,0.098447,0,0,464
S0,Horno_01,thermal,451,451.0,0.839,81.575237,0.49495,0.50505,0.098774,0,0,463
S0,Horno_01,thermal,452,452.0,1.0149,85.550778,0.495973,0.504027,0.09921,0,0,462
S0,Horno_01,thermal,453,453.0,0.9313,84.029604,0.496872,0.503128,0.099594,0,0,461
S0,Horno_01,thermal,454,454.0,0.7802,81.384886,0.497561,0.502439,0.099889,0,0,460
S0,Horno_01,thermal,455,455.0,0.8191,82.155736,0.498302,0.501698,0.100207,0,0,459
S0,Horno_01,thermal,456,456.0,1.0835,86.977939,0.49943,0.50057,0.100691,1,0,458
S0,Horno_01,thermal,457,457.0,1.2162,88.99364,0.500771,0.499229,0.10127,0,0,457
S0,Horno_01,thermal,458,458.0,1.0157,85.692041,0.501795,0.498205,0.101712,0,0,456
S0,Horno_01,thermal,459,459.0,1.3215,89.997687,0.503314,0.496686,0.102371,0,0,455
S0,Horno_01,thermal,460,460.0,0.9512,84.259067,0.504242,0.495758,0.102774,0,0,454
S0,Horno_01,thermal,461,461.0,1.1458,86.649671,0.505468,0.494532,0.103309,0,0,453
S0,Horno_01,thermal,462,462.0,1.3809,91.082145,0.507091,0.492909,0.104019,0,0,452
S0,Horno_01,thermal,463,463.0,1.0337,85.74504,0.508142,0.491858,0.10448,0,0,451
S0,Horno_01,thermal,464,464.0,1.379,89.691771,0.509761,0.490239,0.105193,0,0,450
S0,Horno_01,thermal,465,465.0,1.143,87.558829,0.510983,0.489017,0.105732,0,0,449
S0,Horno_01,thermal,466,466.0,0.9732,85.317735,0.511943,0.488057,0.106157,0,0,448
S0,Horno_01,thermal,467,467.0,1.0609,85.672232,0.513036,0.486964,0.106642,0,0,447
S0,Horno_01,thermal,468,468.0,1.3776,91.359423,0.514653,0.485347,0.107362,0,0,446
S0,Horno_01,thermal,469,469.0,1.2032,88.291352,0.515973,0.484027,0.107952,0,0,445
S0,Horno_01,thermal,470,470.0,0.8088,82.66664,0.5167,0.4833,0.108278,0,0,444
S0,Horno_01,thermal,471,471.0,1.0886,87.265943,0.517836,0.482164,0.108788,0,0,443
S0,Horno_01,thermal,472,472.0,1.2504,89.24245,0.519234,0.480766,0.109417,0,0,442
S0,Horno_01,thermal,473,473.0,1.1694,87.677473,0.520499,0.479501,0.109988,0,0,441
S0,Horno_01,thermal,474,474.0,0.9432,84.934101,0.521415,0.478585,0.110403,0,0,440
S0,Horno_01,thermal,475,475.0,0.8251,82.967999,0.522164,0.477836,0.110743,0,0,439
S0,Horno_01,thermal,476,476.0,0.8796,84.049207,0.522989,0.477011,0.111118,0,0,438
S0,Horno_01,thermal,477,477.0,1.0729,86.335153,0.5241,0.4759,0.111624,0,0,437
S0,Horno_01,thermal,478,478.0,1.1703,88.179645,0.525366,0.474634,0.112202,0,0,436
S0,Horno_01,thermal,479,479.0,1.1865,89.338515,0.526659,0.473341,0.112794,0,0,435
S0,Horno_01,thermal,480,480.0,0.7281,81.785208,0.52728,0.47272,0.113079,0,0,434
S0,Horno_01,thermal,481,481.0,0.9578,85.266228,0.528217,0.471783,0.11351,0,0,433
S0,Horno_01,thermal,482,482.0,1.3127,89.98139,0.529721,0.470279,0.114203,0,0,432
S0,Horno_01,thermal,483,483.0,1.0487,85.600582,0.530795,0.469205,0.1147,0,0,431
S0,Horno_01,thermal,484,484.0,1.2344,88.315791,0.532167,0.467833,0.115336,0,0,430
S0,Horno_01,thermal,485,485.0,0.9618,84.445512,0.53311,0.46689,0.115774,0,0,429
S0,Horno_01,thermal,486,486.0,0.9876,85.903088,0.534091,0.465909,0.116231,0,0,428
S0,Horno_01,thermal,487,487.0,1.2641,90.007469,0.535512,0.464488,0.116895,1,0,427
S0,Horno_01,thermal,488,488.0,0.9188,83.872004,0.536393,0.463607,0.117308,0,0,426
S0,Horno_01,thermal,489,489.0,1.2366,88.766724,0.537768,0.462232,0.117953,0,0,425
S0,Horno_01,thermal,490,490.0,0.8336,82.859459,0.538529,0.461471,0.118312,0,0,424
S0,Horno_01,thermal,491,491.0,1.0685,86.176941,0.539634,0.460366,0.118833,1,0,423
S0,Horno_01,thermal,492,492.0,1.3618,91.425566,0.541223,0.458777,0.119584,0,0,422
S0,Horno_01,thermal,493,493.0,0.701,81.037653,0.54181,0.45819,0.119863,0,0,421
S0,Horno_01,thermal,494,494.0,1.2086,88.99266,0.543139,0.456861,0.120494,0,0,420
S0,Horno_01,thermal,495,495.0,1.0865,88.126973,0.544271,0.455729,0.121034,0,0,419
S0,Horno_01,thermal,496,496.0,1.0423,86.971868,0.545335,0.454665,0.121542,0,0,418
S0,Horno_01,thermal,497,497.0,1.1629,87.370891,0.546589,0.453411,0.122143,0,0,417
S0,Horno_01,thermal,498,498.0,0.9432,84.917766,0.547505,0.452495,0.122582,1,0,416
S0,Horno_01,thermal,499,499.0,0.9762,84.886296,0.54847,0.45153,0.123046,0,0,415
S0,Horno_01,thermal,500,500.0,1.075,86.420148,0.549584,0.450416,0.123584,0,0,414
S0,Horno_01,thermal,501,501.0,0.7297,81.967126,0.550208,0.449792,0.123885,0,0,413
S0,Horno_01,thermal,502,502.0,1.0222,85.888236,0.551241,0.448759,0.124385,0,0,412
S0,Horno_01,thermal,503,503.0,0.9186,85.922036,0.552122,0.447878,0.124812,0,0,411
S0,Horno_01,thermal,504,504.0,0.944,84.419092,0.553039,0.446961,0.125257,0,0,410
S0,Horno_01,thermal,505,505.0,1.3163,91.079541,0.554549,0.445451,0.125993,0,0,409
S0,Horno_01,thermal,506,506.0,0.9187,85.462203,0.55543,0.44457,0.126423,0,0,408
S0,Horno_01,thermal,507,507.0,0.8898,84.359488,0.556269,0.443731,0.126834,0,0,407
S0,Horno_01,thermal,508,508.0,1.2885,90.010652,0.557732,0.442268,0.127551,0,0,406
S0,Horno_01,thermal,509,509.0,0.7824,82.87333,0.558424,0.441576,0.127892,0,0,405
S0,Horno_01,thermal,510,510.0,1.2575,90.351489,0.559834,0.440166,0.128586,0,0,404
S0,Horno_01,thermal,511,511.0,1.392,91.775981,0.561476,0.438524,0.129398,0,0,403
S0,Horno_01,thermal,512,512.0,1.1683,88.59629,0.562739,0.437261,0.130025,0,0,402
S0,Horno_01,thermal,513,513.0,0.8382,83.593947,0.563506,0.436494,0.130406,0,0,401
S0,Horno_01,thermal,514,514.0,0.8904,85.157422,0.564347,0.435653,0.130824,0,0,400
S0,Horno_01,thermal,515,515.0,1.1226,88.89142,0.565536,0.434464,0.131418,0,0,399
S0,Horno_01,thermal,516,516.0,1.2688,89.940149,0.566965,0.433035,0.132133,1,0,398
S0,Horno_01,thermal,517,517.0,1.3073,90.532276,0.56846,0.43154,0.132883,0,0,397
S0,Horno_01,thermal,518,518.0,0.8933,84.676916,0.569304,0.430696,0.133308,0,0,396
S0,Horno_01,thermal,519,519.0,0.8445,83.64245,0.57008,0.42992,0.133699,1,0,395
S0,Horno_01,thermal,520,520.0,1.3056,90.709496,0.571572,0.428428,0.134452,0,0,394
S0,Horno_01,thermal,521,521.0,1.3034,91.052352,0.57306,0.42694,0.135207,0,0,393
S0,Horno_01,thermal,522,522.0,1.3311,91.656859,0.574596,0.425404,0.135987,0,0,392
S0,Horno_01,thermal,523,523.0,0.8961,85.215696,0.575444,0.424556,0.13642,0,0,391
S0,Horno_01,thermal,524,524.0,1.0353,86.590669,0.576498,0.423502,0.136957,0,0,390
S0,Horno_01,thermal,525,525.0,0.8361,84.068493,0.577262,0.422738,0.137349,0,0,389
S0,Horno_01,thermal,526,526.0,1.1197,87.959868,0.578447,0.421553,0.137956,0,0,388
S0,Horno_01,thermal,527,527.0,1.2142,89.224924,0.579785,0.420215,0.138644,0,0,387
S0,Horno_01,thermal,528,528.0,0.8968,85.237997,0.580634,0.419366,0.139081,0,0,386
S0,Horno_01,thermal,529,529.0,1.3841,92.65937,0.582262,0.417738,0.139922,0,0,385
S0,Horno_01,thermal,530,530.0,1.2021,90.260523,0.58358,0.41642,0.140605,0,0,384
S0,Horno_01,thermal,531,531.0,0.785,82.933707,0.584276,0.415724,0.140966,0,0,383
S0,Horno_01,thermal,532,532.0,1.1105,89.030409,0.585446,0.414554,0.141575,0,0,382
S0,Horno_01,thermal,533,533.0,0.8946,84.587525,0.586292,0.413708,0.142016,1,0,381
S0,Horno_01,thermal,534,534.0,1.257,90.621452,0.587702,0.412298,0.142752,0,0,380
S0,Horno_01,thermal,535,535.0,0.7468,83.36616,0.588347,0.411653,0.14309,0,0,379
S0,Horno_01,thermal,536,536.0,1.0221,86.86769,0.58938,0.41062,0.143632,0,0,378
S0,Horno_01,thermal,537,537.0,1.3391,91.611166,0.59093,0.40907,0.144446,0,0,377
S0,Horno_01,thermal,538,538.0,0.8081,83.860087,0.591656,0.408344,0.144829,0,0,376
S0,Horno_01,thermal,539,539.0,0.8756,84.557155,0.592475,0.407525,0.145261,0,0,375
S0,Horno_01,thermal,540,540.0,1.164,89.042007,0.593731,0.406269,0.145926,0,0,374
S0,Horno_01,thermal,541,541.0,1.3461,92.811746,0.595293,0.404707,0.146754,1,0,373
S0,Horno_01,thermal,542,542.0,0.9281,85.219034,0.596187,0.403813,0.14723,0,0,372
S0,Horno_01,thermal,543,543.0,1.3214,92.086512,0.597706,0.402294,0.148039,0,0,371
S0,Horno_01,thermal,544,544.0,1.321,91.600502,0.599225,0.400775,0.148851,1,0,370
S0,Horno_01,thermal,545,545.0,0.9537,85.757634,0.600156,0.399844,0.14935,0,0,369
S0,Horno_01,thermal,546,546.0,0.7772,83.665469,0.600841,0.399159,0.149718,0,0,368
S0,Horno_01,thermal,547,547.0,1.3342,91.758886,0.602382,0.397618,0.150547,0,0,367
S0,Horno_01,thermal,548,548.0,0.7046,81.725826,0.602974,0.397026,0.150866,0,0,366
S0,Horno_01,thermal,549,549.0,1.154,89.398343,0.604213,0.395787,0.151536,0,0,365
S0,Horno_01,thermal,550,550.0,0.9698,86.124784,0.605168,0.394832,0.152053,0,0,364
S0,Horno_01,thermal,551,551.0,1.3683,91.322309,0.606769,0.393231,0.152921,0,0,363
S0,Horno_01,thermal,552,552.0,1.3737,92.879333,0.608379,0.391621,0.153798,0,0,362
S0,Horno_01,thermal,553,553.0,1.1004,89.367795,0.609533,0.390467,0.154428,0,0,361
S0,Horno_01,thermal,554,554.0,0.7376,83.948004,0.610167,0.389833,0.154775,0,0,360
S0,Horno_01,thermal,555,555.0,1.3685,92.38238,0.611768,0.388232,0.155652,0,0,359
S0,Horno_01,thermal,556,556.0,0.8213,85.056092,0.612512,0.387488,0.156061,0,0,358
S0,Horno_01,thermal,557,557.0,1.1312,89.869951,0.613715,0.386285,0.156723,1,0,357
S0,Horno_01,thermal,558,558.0,1.1708,89.392067,0.614982,0.385018,0.157422,0,0,356
S0,Horno_01,thermal,559,559.0,0.9214,86.341036,0.615866,0.384134,0.157911,0,0,355
S0,Horno_01,thermal,560,560.0,1.2065,89.624645,0.617192,0.382808,0.158646,0,0,354
S0,Horno_01,thermal,561,561.0,1.1148,89.351654,0.618369,0.381631,0.159299,0,0,353
S0,Horno_01,thermal,562,562.0,0.9334,86.596249,0.619271,0.380729,0.159801,0,0,352
S0,Horno_01,thermal,563,563.0,1.1916,90.236483,0.620571,0.379429,0.160527,0,0,351
S0,Horno_01,thermal,564,564.0,1.3372,93.239004,0.622118,0.377882,0.161392,0,0,350
S0,Horno_01,thermal,565,565.0,1.069,87.766994,0.623223,0.376777,0.162011,1,0,349
S0,Horno_01,thermal,566,566.0,0.8392,85.328057,0.623992,0.376008,0.162443,0,0,348
S0,Horno_01,thermal,567,567.0,0.7029,83.470238,0.624581,0.375419,0.162775,0,0,347
S0,Horno_01,thermal,568,568.0,0.7928,84.139657,0.625287,0.374713,0.163172,0,0,346
S0,Horno_01,thermal,569,569.0,1.0436,87.729693,0.626353,0.373647,0.163774,1,0,345
S0,Horno_01,thermal,570,570.0,0.9704,86.686958,0.627309,0.372691,0.164314,0,0,344
S0,Horno_01,thermal,571,571.0,1.1714,90.485359,0.628577,0.371423,0.165032,0,0,343
S0,Horno_01,thermal,572,572.0,1.234,90.772961,0.629948,0.370052,0.16581,1,0,342
S0,Horno_01,thermal,573,573.0,0.9293,86.420007,0.630843,0.369157,0.16632,0,0,341
S0,Horno_01,thermal,574,574.0,0.9419,86.950989,0.631758,0.368242,0.166841,1,0,340
S0,Horno_01,thermal,575,575.0,0.7038,82.76468,0.632348,0.367652,0.167178,0,0,339
S0,Horno_01,thermal,576,576.0,1.344,92.54967,0.633906,0.366094,0.16807,0,0,338
S0,Horno_01,thermal,577,577.0,1.217,91.006886,0.635249,0.364751,0.16884,0,0,337
S0,Horno_01,thermal,578,578.0,0.9993,87.121925,0.636248,0.363752,0.169414,0,0,336
S0,Horno_01,thermal,579,579.0,1.2353,91.003009,0.637621,0.362379,0.170205,0,0,335
S0,Horno_01,thermal,580,580.0,1.0745,88.831608,0.638734,0.361266,0.170848,0,0,334
S0,Horno_01,thermal,581,581.0,0.9191,85.926192,0.639615,0.360385,0.171358,0,0,333
S0,Horno_01,thermal,582,582.0,1.3017,92.453712,0.641101,0.358899,0.172219,0,0,332
S0,Horno_01,thermal,583,583.0,0.7339,83.357255,0.641729,0.358271,0.172585,0,0,331
S0,Horno_01,thermal,584,584.0,0.8049,84.365014,0.642452,0.357548,0.173005,1,0,330
S0,Horno_01,thermal,585,585.0,1.3355,91.970086,0.643995,0.356005,0.173905,0,0,329
S0,Horno_01,thermal,586,586.0,0.7836,84.582376,0.644688,0.355312,0.17431,1,0,328
S0,Horno_01,thermal,587,587.0,0.9551,86.44155,0.645622,0.354378,0.174856,1,0,327
S0,Horno_01,thermal,588,588.0,0.7754,84.320507,0.646305,0.353695,0.175256,0,0,326
S0,Horno_01,thermal,589,589.0,0.9875,87.754798,0.647286,0.352714,0.175832,0,0,325
S0,Horno_01,thermal,590,590.0,1.0057,87.916143,0.648294,0.351706,0.176425,1,0,324
